ID,Criticality,C_LOW,C_HIGH,Period,Deadline,AP,RP,Flag,U_LOW,U_HIGH,set_id,system_total_utilization,system_target_u_norm,system_cores
16,LOW,5.076280346482709,5.076280346482709,54,54,0.5076280346482709,0.5076280346482709,4,0.09400519160153165,0.09400519160153165,1,4.0,0.5,8
17,LOW,6.422068341948486,6.422068341948486,23,23,0.6422068341948486,0.6422068341948486,2,0.27922036269341244,0.27922036269341244,1,4.0,0.5,8
18,HIGH,2.8390368288614027,5.6780736577228055,22,22,0.28390368288614026,0.28390368288614026,4,0.1290471285846092,0.2580942571692184,1,4.0,0.5,8
19,LOW,27.422305434563533,27.422305434563533,85,85,2.7422305434563534,2.7422305434563534,2,0.32261535805368863,0.32261535805368863,1,4.0,0.5,8
20,LOW,1.1431320999223404,1.1431320999223404,15,15,0.11431320999223404,0.11431320999223404,3,0.07620880666148937,0.07620880666148937,1,4.0,0.5,8
1,HIGH,2.1640133082170045,4.328026616434009,72,72,0.21640133082170046,0.21640133082170046,8,0.03005574039190284,0.06011148078380568,2,4.0,0.5,8
2,HIGH,9.257110761500051,18.514221523000103,77,77,0.9257110761500051,0.9257110761500051,3,0.12022221768181884,0.2404444353636377,2,4.0,0.5,8
3,LOW,14.46874911982583,14.46874911982583,100,100,1.446874911982583,1.446874911982583,2,0.1446874911982583,0.1446874911982583,2,4.0,0.5,8
4,HIGH,15.565521221175228,31.131042442350456,68,68,1.556552122117523,1.556552122117523,8,0.22890472384081217,0.45780944768162435,2,4.0,0.5,8
5,HIGH,5.315201381971795,10.63040276394359,49,49,0.5315201381971795,0.5315201381971795,6,0.10847349759126111,0.21694699518252222,2,4.0,0.5,8
6,HIGH,5.00641172449407,10.01282344898814,76,76,0.500641172449407,0.500641172449407,8,0.06587383848018513,0.13174767696037026,2,4.0,0.5,8
7,HIGH,17.863160169558835,35.72632033911767,85,85,1.7863160169558836,1.7863160169558836,5,0.2101548255242216,0.4203096510484432,2,4.0,0.5,8
8,HIGH,10.085289077885383,20.170578155770766,66,66,1.0085289077885384,1.0085289077885384,1,0.15280741027099065,0.3056148205419813,2,4.0,0.5,8
9,LOW,34.03555646883254,34.03555646883254,81,81,3.403555646883254,3.403555646883254,2,0.42019205517077207,0.42019205517077207,2,4.0,0.5,8
10,HIGH,10.398295310975149,20.796590621950298,71,71,1.039829531097515,1.039829531097515,1,0.14645486353486126,0.2929097270697225,2,4.0,0.5,8
11,HIGH,3.8020658418725017,7.6041316837450035,45,45,0.3802065841872502,0.3802065841872502,3,0.08449035204161115,0.1689807040832223,2,4.0,0.5,8
12,LOW,2.415162967565611,2.415162967565611,43,43,0.24151629675656114,0.24151629675656114,5,0.056166580641060726,0.056166580641060726,2,4.0,0.5,8
13,HIGH,3.973343819533992,7.946687639067984,25,25,0.3973343819533992,0.3973343819533992,3,0.15893375278135968,0.31786750556271937,2,4.0,0.5,8
14,HIGH,22.5,45,45,45,2.25,2.25,3,0.5,1.0,2,4.0,0.5,8
15,LOW,4.408122994689286,4.408122994689286,72,72,0.44081229946892864,0.44081229946892864,6,0.06122393048179564,0.06122393048179564,2,4.0,0.5,8
16,HIGH,4.235059319180572,8.470118638361145,29,29,0.42350593191805724,0.42350593191805724,5,0.14603652824760593,0.29207305649521187,2,4.0,0.5,8
17,LOW,1.2885506461833807,1.2885506461833807,13,13,0.12885506461833807,0.12885506461833807,5,0.09911928047564467,0.09911928047564467,2,4.0,0.5,8
18,HIGH,0.29688178742960436,0.5937635748592087,19,19,0.02968817874296044,0.02968817874296044,5,0.01562535723313707,0.03125071446627414,2,4.0,0.5,8
19,HIGH,12.0,24,24,24,1.2000000000000002,1.2000000000000002,8,0.5,1.0,2,4.0,0.5,8
20,LOW,1.0369524442934697,1.0369524442934697,39,39,0.10369524442934697,0.10369524442934697,1,0.026588524212653068,0.026588524212653068,2,4.0,0.5,8
1,LOW,9.604404666402127,9.604404666402127,68,68,0.9604404666402128,0.9604404666402128,7,0.14124124509414893,0.14124124509414893,3,4.0,0.5,8
2,LOW,32.88622533090861,32.88622533090861,45,45,3.288622533090861,3.288622533090861,5,0.7308050073535246,0.7308050073535246,3,4.0,0.5,8
3,HIGH,15.974770317650535,31.94954063530107,49,49,1.5974770317650535,1.5974770317650535,1,0.32601572076837826,0.6520314415367565,3,4.0,0.5,8
4,LOW,0.5134859193469419,0.5134859193469419,78,78,0.05134859193469419,0.05134859193469419,1,0.0065831528121402805,0.0065831528121402805,3,4.0,0.5,8
5,HIGH,29.68868911295307,59.37737822590614,89,89,2.9688689112953073,2.9688689112953073,8,0.3335807765500345,0.667161553100069,3,4.0,0.5,8
6,HIGH,15.723477541928196,31.44695508385639,63,63,1.5723477541928197,1.5723477541928197,8,0.24957900860203486,0.4991580172040697,3,4.0,0.5,8
7,LOW,31.995211776015484,31.995211776015484,66,66,3.1995211776015484,3.1995211776015484,8,0.4847759360002346,0.4847759360002346,3,4.0,0.5,8
8,HIGH,12.022293378982186,24.04458675796437,89,89,1.2022293378982187,1.2022293378982187,5,0.13508194807845153,0.27016389615690306,3,4.0,0.5,8
9,HIGH,6.758816468704738,13.517632937409475,26,26,0.6758816468704738,0.6758816468704738,3,0.25995447956556683,0.5199089591311337,3,4.0,0.5,8
10,HIGH,15.964536266336784,31.92907253267357,83,83,1.5964536266336786,1.5964536266336786,8,0.19234381043779258,0.38468762087558517,3,4.0,0.5,8
11,LOW,0.4963658145027432,0.4963658145027432,17,17,0.049636581450274324,0.049636581450274324,8,0.02919798908839666,0.02919798908839666,3,4.0,0.5,8
12,LOW,15.866271408750181,15.866271408750181,75,75,1.5866271408750183,1.5866271408750183,2,0.21155028545000243,0.21155028545000243,3,4.0,0.5,8
13,LOW,2.999068674023018,2.999068674023018,81,81,0.2999068674023018,0.2999068674023018,5,0.03702553918546936,0.03702553918546936,3,4.0,0.5,8
14,HIGH,0.7203965506006362,1.4407931012012725,16,16,0.07203965506006363,0.07203965506006363,1,0.045024784412539764,0.09004956882507953,3,4.0,0.5,8
15,LOW,11.512908734900087,11.512908734900087,99,99,1.1512908734900087,1.1512908734900087,7,0.1162920074232332,0.1162920074232332,3,4.0,0.5,8
16,LOW,7.587966092968408,7.587966092968408,66,66,0.7587966092968408,0.7587966092968408,5,0.11496918322679406,0.11496918322679406,3,4.0,0.5,8
17,LOW,6.600592303985543,6.600592303985543,69,69,0.6600592303985544,0.6600592303985544,8,0.095660758028776,0.095660758028776,3,4.0,0.5,8
18,LOW,1.0090732055371023,1.0090732055371023,24,24,0.10090732055371024,0.10090732055371024,4,0.042044716897379264,0.042044716897379264,3,4.0,0.5,8
19,LOW,4.38843868123219,4.38843868123219,12,12,0.43884386812321896,0.43884386812321896,5,0.3657032234360158,0.3657032234360158,3,4.0,0.5,8
20,LOW,7.926761048552306,7.926761048552306,96,96,0.7926761048552307,0.7926761048552307,3,0.08257042758908652,0.08257042758908652,3,4.0,0.5,8
1,LOW,7.5407972806900165,7.5407972806900165,65,65,0.7540797280690017,0.7540797280690017,7,0.11601226585676949,0.11601226585676949,4,4.0,0.5,8
2,HIGH,3.320084457774719,6.640168915549438,25,25,0.3320084457774719,0.3320084457774719,1,0.13280337831098876,0.2656067566219775,4,4.0,0.5,8
3,LOW,12.100407843269002,12.100407843269002,84,84,1.2100407843269003,1.2100407843269003,4,0.14405247432463097,0.14405247432463097,4,4.0,0.5,8
4,LOW,11.91541677291234,11.91541677291234,90,90,1.1915416772912342,1.1915416772912342,1,0.13239351969902602,0.13239351969902602,4,4.0,0.5,8
5,HIGH,37.207988218566854,74.41597643713371,75,75,3.7207988218566856,3.7207988218566856,4,0.49610650958089136,0.9922130191617827,4,4.0,0.5,8
6,LOW,6.1710414454059626,6.1710414454059626,59,59,0.6171041445405963,0.6171041445405963,2,0.10459392280349089,0.10459392280349089,4,4.0,0.5,8
7,HIGH,12.5,25,25,25,1.25,1.25,1,0.5,1.0,4,4.0,0.5,8
8,HIGH,4.529909154236683,9.059818308473366,46,46,0.4529909154236683,0.4529909154236683,4,0.09847628596166702,0.19695257192333404,4,4.0,0.5,8
9,LOW,7.553648578295196,7.553648578295196,70,70,0.7553648578295196,0.7553648578295196,8,0.10790926540421708,0.10790926540421708,4,4.0,0.5,8
10,HIGH,0.49330340486587954,0.9866068097317591,11,11,0.04933034048658796,0.04933034048658796,4,0.04484576407871632,0.08969152815743264,4,4.0,0.5,8
11,LOW,3.788471501894258,3.788471501894258,53,53,0.37884715018942583,0.37884715018942583,4,0.07148059437536336,0.07148059437536336,4,4.0,0.5,8
12,LOW,1.8779790526223552,1.8779790526223552,89,89,0.18779790526223553,0.18779790526223553,4,0.021100888231711856,0.021100888231711856,4,4.0,0.5,8
13,HIGH,8.460467620711547,16.920935241423095,25,25,0.8460467620711548,0.8460467620711548,6,0.3384187048284619,0.6768374096569238,4,4.0,0.5,8
14,LOW,58.20331071476253,58.20331071476253,94,94,5.820331071476254,5.820331071476254,1,0.6191841565400269,0.6191841565400269,4,4.0,0.5,8
15,HIGH,11.719394805734492,23.438789611468984,86,86,1.1719394805734493,1.1719394805734493,6,0.13627203262481968,0.27254406524963937,4,4.0,0.5,8
16,HIGH,4.099969716323436,8.199939432646872,56,56,0.4099969716323436,0.4099969716323436,4,0.07321374493434707,0.14642748986869414,4,4.0,0.5,8
17,LOW,27.087733741314093,27.087733741314093,83,83,2.7087733741314093,2.7087733741314093,1,0.32635823784715773,0.32635823784715773,4,4.0,0.5,8
18,LOW,4.824272457742396,4.824272457742396,45,45,0.48242724577423957,0.48242724577423957,1,0.10720605461649768,0.10720605461649768,4,4.0,0.5,8
19,LOW,5.907732874743777,5.907732874743777,18,18,0.5907732874743777,0.5907732874743777,2,0.3282073819302098,0.3282073819302098,4,4.0,0.5,8
20,HIGH,0.2107948852969874,0.4215897705939748,54,54,0.02107948852969874,0.02107948852969874,7,0.003903608986981248,0.007807217973962496,4,4.0,0.5,8
1,LOW,17.504307615431404,17.504307615431404,63,63,1.7504307615431405,1.7504307615431405,1,0.2778461526258953,0.2778461526258953,5,4.8,0.6,8
2,LOW,24.679317749394343,24.679317749394343,45,45,2.4679317749394345,2.4679317749394345,4,0.5484292833198743,0.5484292833198743,5,4.8,0.6,8
3,LOW,7.537571888214481,7.537571888214481,79,79,0.7537571888214482,0.7537571888214482,2,0.09541230238246179,0.09541230238246179,5,4.8,0.6,8
4,LOW,43.0,43,43,43,4.3,4.3,5,1.0,1.0,5,4.8,0.6,8
5,LOW,0.5528078778936951,0.5528078778936951,60,60,0.05528078778936951,0.05528078778936951,7,0.009213464631561585,0.009213464631561585,5,4.8,0.6,8
6,LOW,5.890660472291853,5.890660472291853,50,50,0.5890660472291853,0.5890660472291853,2,0.11781320944583706,0.11781320944583706,5,4.8,0.6,8
7,LOW,18.54999133689382,18.54999133689382,57,57,1.8549991336893823,1.8549991336893823,8,0.3254384445069092,0.3254384445069092,5,4.8,0.6,8
8,HIGH,20.988125334442856,41.97625066888571,64,64,2.0988125334442858,2.0988125334442858,4,0.3279394583506696,0.6558789167013392,5,4.8,0.6,8
9,LOW,0.7452053997850738,0.7452053997850738,20,20,0.07452053997850738,0.07452053997850738,6,0.03726026998925369,0.03726026998925369,5,4.8,0.6,8
10,HIGH,5.3923325788514065,10.784665157702813,82,82,0.5392332578851406,0.5392332578851406,8,0.06576015340062691,0.13152030680125382,5,4.8,0.6,8
11,HIGH,3.148766595148947,6.297533190297894,56,56,0.31487665951489474,0.31487665951489474,7,0.05622797491337406,0.11245594982674811,5,4.8,0.6,8
12,LOW,5.425401490196017,5.425401490196017,76,76,0.5425401490196017,0.5425401490196017,4,0.07138686171310549,0.07138686171310549,5,4.8,0.6,8
13,LOW,12.953900711866584,12.953900711866584,98,98,1.2953900711866586,1.2953900711866586,4,0.13218266032516923,0.13218266032516923,5,4.8,0.6,8
14,LOW,74.0,74,74,74,7.4,7.4,7,1.0,1.0,5,4.8,0.6,8
15,HIGH,11.155168216932946,22.310336433865892,68,68,1.1155168216932947,1.1155168216932947,4,0.1640465914254845,0.328093182850969,5,4.8,0.6,8
16,HIGH,0.021040763118765904,0.04208152623753181,17,17,0.0021040763118765904,0.0021040763118765904,3,0.0012376919481627002,0.0024753838963254005,5,4.8,0.6,8
17,LOW,6.650302921214015,6.650302921214015,53,53,0.6650302921214015,0.6650302921214015,2,0.12547741360781162,0.12547741360781162,5,4.8,0.6,8
18,HIGH,7.431057861940708,14.862115723881416,64,64,0.7431057861940709,0.7431057861940709,3,0.11611027909282357,0.23222055818564713,5,4.8,0.6,8
19,HIGH,1.4608925844081986,2.921785168816397,50,50,0.14608925844081985,0.14608925844081985,2,0.029217851688163973,0.05843570337632795,5,4.8,0.6,8
20,HIGH,9.971661290475472,19.943322580950944,95,95,0.9971661290475473,0.9971661290475473,4,0.1049648556892155,0.209929711378431,5,4.8,0.6,8
1,HIGH,0.07028791216920638,0.14057582433841276,28,28,0.007028791216920638,0.007028791216920638,3,0.0025102825774716564,0.005020565154943313,6,4.8,0.6,8
2,LOW,62.20631898065784,62.20631898065784,87,87,6.220631898065784,6.220631898065784,7,0.7150151606972166,0.7150151606972166,6,4.8,0.6,8
3,LOW,5.267447446816787,5.267447446816787,42,42,0.5267447446816788,0.5267447446816788,8,0.1254154154003997,0.1254154154003997,6,4.8,0.6,8
4,HIGH,3.3230100055009393,6.646020011001879,10,10,0.33230100055009393,0.33230100055009393,8,0.33230100055009393,0.6646020011001879,6,4.8,0.6,8
5,HIGH,3.102982604686643,6.205965209373286,78,78,0.3102982604686643,0.3102982604686643,3,0.03978182826521337,0.07956365653042674,6,4.8,0.6,8
6,HIGH,6.236661309589318,12.473322619178637,22,22,0.6236661309589319,0.6236661309589319,7,0.28348460498133266,0.5669692099626653,6,4.8,0.6,8
7,HIGH,25.112452346524066,50.22490469304813,63,63,2.5112452346524066,2.5112452346524066,3,0.3986103547067312,0.7972207094134623,6,4.8,0.6,8
8,HIGH,0.026683955398679515,0.05336791079735903,61,61,0.0026683955398679516,0.0026683955398679516,8,0.0004374418917816314,0.0008748837835632628,6,4.8,0.6,8
9,LOW,1.748514768944947,1.748514768944947,24,24,0.1748514768944947,0.1748514768944947,2,0.07285478203937279,0.07285478203937279,6,4.8,0.6,8
10,LOW,2.4947566824430756,2.4947566824430756,71,71,0.24947566824430756,0.24947566824430756,5,0.03513741806257853,0.03513741806257853,6,4.8,0.6,8
11,HIGH,30.0,60,60,60,3.0,3.0,7,0.5,1.0,6,4.8,0.6,8
12,HIGH,28.350285189706604,56.70057037941321,94,94,2.8350285189706605,2.8350285189706605,1,0.30159877861390005,0.6031975572278001,6,4.8,0.6,8
13,HIGH,16.623630642175016,33.24726128435003,96,96,1.6623630642175016,1.6623630642175016,7,0.17316281918932308,0.34632563837864616,6,4.8,0.6,8
14,HIGH,1.16329522788168,2.32659045576336,30,30,0.116329522788168,0.116329522788168,7,0.038776507596056,0.077553015192112,6,4.8,0.6,8
15,LOW,12.542209003661247,12.542209003661247,88,88,1.2542209003661249,1.2542209003661249,5,0.14252510231433235,0.14252510231433235,6,4.8,0.6,8
16,LOW,1.803886792515965,1.803886792515965,41,41,0.18038867925159652,0.18038867925159652,2,0.043997238841852804,0.043997238841852804,6,4.8,0.6,8
17,LOW,2.7947640029297878,2.7947640029297878,21,21,0.27947640029297877,0.27947640029297877,2,0.13308400013951371,0.13308400013951371,6,4.8,0.6,8
18,LOW,10.089579604360402,10.089579604360402,52,52,1.0089579604360404,1.0089579604360404,6,0.19403037700693082,0.19403037700693082,6,4.8,0.6,8
19,LOW,25.40816856374014,25.40816856374014,90,90,2.5408168563740143,2.5408168563740143,7,0.28231298404155714,0.28231298404155714,6,4.8,0.6,8
20,LOW,24.691013707499202,24.691013707499202,44,44,2.4691013707499203,2.4691013707499203,4,0.5611594024431636,0.5611594024431636,6,4.8,0.6,8
1,HIGH,3.137387922142546,6.274775844285092,62,62,0.3137387922142546,0.3137387922142546,2,0.050603031002299126,0.10120606200459825,7,4.8,0.6,8
2,HIGH,4.529224385550954,9.058448771101908,90,90,0.4529224385550954,0.4529224385550954,1,0.0503247153950106,0.1006494307900212,7,4.8,0.6,8
3,LOW,10.021427852265269,10.021427852265269,83,83,1.002142785226527,1.002142785226527,4,0.12074009460560566,0.12074009460560566,7,4.8,0.6,8
4,LOW,15.518207612602842,15.518207612602842,38,38,1.5518207612602843,1.5518207612602843,3,0.40837388454218004,0.40837388454218004,7,4.8,0.6,8
5,LOW,5.947329078631341,5.947329078631341,92,92,0.5947329078631342,0.5947329078631342,4,0.0646448812894711,0.0646448812894711,7,4.8,0.6,8
6,HIGH,32.0,64,64,64,3.2,3.2,6,0.5,1.0,7,4.8,0.6,8
7,LOW,1.940013341884935,1.940013341884935,96,96,0.19400133418849352,0.19400133418849352,5,0.020208472311301406,0.020208472311301406,7,4.8,0.6,8
8,LOW,1.506878555962643,1.506878555962643,25,25,0.1506878555962643,0.1506878555962643,5,0.06027514223850572,0.06027514223850572,7,4.8,0.6,8
9,LOW,36.03237353232842,36.03237353232842,100,100,3.603237353232842,3.603237353232842,8,0.3603237353232842,0.3603237353232842,7,4.8,0.6,8
10,LOW,1.3339330284190694,1.3339330284190694,69,69,0.13339330284190695,0.13339330284190695,1,0.01933236273071115,0.01933236273071115,7,4.8,0.6,8
11,LOW,23.092027314289556,23.092027314289556,68,68,2.3092027314289556,2.3092027314289556,5,0.3395886369748464,0.3395886369748464,7,4.8,0.6,8
12,HIGH,10.577644160435058,21.155288320870117,83,83,1.0577644160435058,1.0577644160435058,1,0.12744149590885612,0.25488299181771223,7,4.8,0.6,8
13,HIGH,2.2570678103768103,4.5141356207536205,48,48,0.22570678103768105,0.22570678103768105,4,0.04702224604951688,0.09404449209903376,7,4.8,0.6,8
14,HIGH,9.822399945725538,19.644799891451076,53,53,0.9822399945725538,0.9822399945725538,2,0.185328300862746,0.370656601725492,7,4.8,0.6,8
15,HIGH,17.69043971030239,35.38087942060478,53,53,1.769043971030239,1.769043971030239,8,0.3337818813264602,0.6675637626529204,7,4.8,0.6,8
16,LOW,47.019238253106124,47.019238253106124,89,89,4.701923825310613,4.701923825310613,7,0.5283060477877093,0.5283060477877093,7,4.8,0.6,8
17,LOW,2.6935951172122943,2.6935951172122943,17,17,0.26935951172122946,0.26935951172122946,4,0.15844677160072318,0.15844677160072318,7,4.8,0.6,8
18,HIGH,14.474733621525726,28.94946724305145,57,57,1.4474733621525726,1.4474733621525726,4,0.2539426951144864,0.5078853902289728,7,4.8,0.6,8
19,LOW,4.0086778322976135,4.0086778322976135,50,50,0.40086778322976135,0.40086778322976135,7,0.08017355664595227,0.08017355664595227,7,4.8,0.6,8
20,LOW,4.936688504700143,4.936688504700143,19,19,0.49366885047001435,0.49366885047001435,5,0.25982571077369176,0.25982571077369176,7,4.8,0.6,8
1,LOW,37.069606608778116,37.069606608778116,75,75,3.7069606608778116,3.7069606608778116,5,0.4942614214503749,0.4942614214503749,8,4.8,0.6,8
2,HIGH,0.14328000273234665,0.2865600054646933,62,62,0.014328000273234665,0.014328000273234665,3,0.002310967786005591,0.004621935572011182,8,4.8,0.6,8
3,LOW,3.4393794772464297,3.4393794772464297,63,63,0.343937947724643,0.343937947724643,6,0.054593325035657614,0.054593325035657614,8,4.8,0.6,8
4,LOW,1.2308218318240183,1.2308218318240183,54,54,0.12308218318240183,0.12308218318240183,7,0.022792996885629968,0.022792996885629968,8,4.8,0.6,8
5,LOW,13.070867817420618,13.070867817420618,19,19,1.307086781742062,1.307086781742062,2,0.6879404114431904,0.6879404114431904,8,4.8,0.6,8
6,HIGH,6.046883745075091,12.093767490150181,97,97,0.6046883745075091,0.6046883745075091,8,0.062339007681186505,0.12467801536237301,8,4.8,0.6,8
7,HIGH,11.213099135774184,22.42619827154837,53,53,1.1213099135774185,1.1213099135774185,8,0.21156790822215443,0.42313581644430887,8,4.8,0.6,8
8,HIGH,15.670729976245449,31.341459952490897,68,68,1.567072997624545,1.567072997624545,3,0.23045191141537424,0.4609038228307485,8,4.8,0.6,8
9,LOW,36.51173148821571,36.51173148821571,99,99,3.651173148821571,3.651173148821571,1,0.36880536856783547,0.36880536856783547,8,4.8,0.6,8
10,LOW,40.91147030675177,40.91147030675177,62,62,4.0911470306751765,4.0911470306751765,8,0.6598624243024479,0.6598624243024479,8,4.8,0.6,8
11,LOW,2.8956417287365253,2.8956417287365253,98,98,0.28956417287365255,0.28956417287365255,1,0.029547364578944135,0.029547364578944135,8,4.8,0.6,8
12,HIGH,8.403922807474842,16.807845614949684,32,32,0.8403922807474843,0.8403922807474843,1,0.2626225877335888,0.5252451754671776,8,4.8,0.6,8
13,HIGH,9.394335013943548,18.788670027887097,86,86,0.9394335013943549,0.9394335013943549,6,0.10923645365050638,0.21847290730101276,8,4.8,0.6,8
14,HIGH,16.44803891880718,32.89607783761436,62,62,1.644803891880718,1.644803891880718,6,0.2652909503033416,0.5305819006066832,8,4.8,0.6,8
15,HIGH,5.879488615959891,11.758977231919783,24,24,0.5879488615959891,0.5879488615959891,8,0.24497869233166214,0.4899573846633243,8,4.8,0.6,8
16,HIGH,26.774754862766393,53.549509725532786,98,98,2.6774754862766397,2.6774754862766397,7,0.2732117843139428,0.5464235686278855,8,4.8,0.6,8
17,HIGH,1.595188130269678,3.190376260539356,16,16,0.1595188130269678,0.1595188130269678,5,0.09969925814185487,0.19939851628370975,8,4.8,0.6,8
18,LOW,25.970232246746587,25.970232246746587,60,60,2.597023224674659,2.597023224674659,6,0.43283720411244314,0.43283720411244314,8,4.8,0.6,8
19,LOW,3.9083626902583064,3.9083626902583064,16,16,0.3908362690258307,0.3908362690258307,6,0.24427266814114415,0.24427266814114415,8,4.8,0.6,8
20,HIGH,4.250974802466066,8.501949604932133,98,98,0.42509748024660665,0.42509748024660665,4,0.04337729390271496,0.08675458780542993,8,4.8,0.6,8
1,HIGH,37.66048471455329,75.32096942910658,84,84,3.7660484714553295,3.7660484714553295,1,0.44833910374468205,0.8966782074893641,9,4.8,0.6,8
2,LOW,4.9053377561105815,4.9053377561105815,95,95,0.49053377561105815,0.49053377561105815,1,0.05163513427484823,0.05163513427484823,9,4.8,0.6,8
3,LOW,16.775731261068504,16.775731261068504,41,41,1.6775731261068505,1.6775731261068505,2,0.4091641770992318,0.4091641770992318,9,4.8,0.6,8
