ID,Criticality,C_LOW,C_HIGH,Period,Deadline,AP,RP,Flag,U_LOW,U_HIGH,set_id,system_total_utilization,system_target_u_norm,system_cores
16,HIGH,4.281542792254262,8.563085584508524,20,20,0.42815427922542626,0.42815427922542626,1,0.2140771396127131,0.4281542792254262,1,2.0,0.5,4
1,LOW,1.0813466261085602,1.0813466261085602,35,35,0.10813466261085602,0.10813466261085602,3,0.030895617888816007,0.030895617888816007,2,2.0,0.5,4
2,LOW,2.1268277418457133,2.1268277418457133,71,71,0.21268277418457135,0.21268277418457135,1,0.029955320307686103,0.029955320307686103,2,2.0,0.5,4
3,LOW,15.820445358808088,15.820445358808088,42,42,1.5820445358808088,1.5820445358808088,1,0.37667727044781163,0.37667727044781163,2,2.0,0.5,4
4,LOW,0.9964222373529008,0.9964222373529008,100,100,0.09964222373529008,0.09964222373529008,1,0.009964222373529008,0.009964222373529008,2,2.0,0.5,4
5,HIGH,20.14347344593511,40.28694689187022,49,49,2.0143473445935114,2.0143473445935114,2,0.4110912948150023,0.8221825896300046,2,2.0,0.5,4
6,LOW,1.8831215445563023,1.8831215445563023,46,46,0.18831215445563024,0.18831215445563024,2,0.040937424881658746,0.040937424881658746,2,2.0,0.5,4
7,HIGH,1.1557037737924802,2.3114075475849605,55,55,0.11557037737924802,0.11557037737924802,2,0.021012795887136004,0.04202559177427201,2,2.0,0.5,4
8,HIGH,1.199604675856332,2.399209351712664,37,37,0.1199604675856332,0.1199604675856332,4,0.03242174799611708,0.06484349599223416,2,2.0,0.5,4
9,LOW,2.460947117461905,2.460947117461905,18,18,0.24609471174619052,0.24609471174619052,4,0.13671928430343916,0.13671928430343916,2,2.0,0.5,4
10,HIGH,3.8645836763757124,7.729167352751425,96,96,0.38645836763757124,0.38645836763757124,1,0.040256079962247004,0.08051215992449401,2,2.0,0.5,4
11,LOW,4.559238333886923,4.559238333886923,83,83,0.45592383338869236,0.45592383338869236,3,0.05493058233598703,0.05493058233598703,2,2.0,0.5,4
12,LOW,4.200271543510822,4.200271543510822,25,25,0.42002715435108223,0.42002715435108223,3,0.1680108617404329,0.1680108617404329,2,2.0,0.5,4
13,HIGH,11.96555666520995,23.9311133304199,26,26,1.196555666520995,1.196555666520995,1,0.4602137178926904,0.9204274357853808,2,2.0,0.5,4
14,LOW,5.149656497610914,5.149656497610914,78,78,0.5149656497610914,0.5149656497610914,2,0.06602123714885787,0.06602123714885787,2,2.0,0.5,4
15,LOW,3.3007702193457384,3.3007702193457384,71,71,0.3300770219345739,0.3300770219345739,4,0.04648972139923575,0.04648972139923575,2,2.0,0.5,4
16,HIGH,5.431405905212775,10.86281181042555,73,73,0.5431405905212775,0.5431405905212775,3,0.07440282061935308,0.14880564123870615,2,2.0,0.5,4
1,HIGH,11.71325711818174,23.42651423636348,58,58,1.1713257118181741,1.1713257118181741,3,0.20195270893416795,0.4039054178683359,3,2.0,0.5,4
2,HIGH,13.26650829133709,26.53301658267418,35,35,1.3266508291337091,1.3266508291337091,2,0.3790430940382026,0.7580861880764052,3,2.0,0.5,4
3,HIGH,2.469849987628964,4.939699975257928,26,26,0.2469849987628964,0.2469849987628964,2,0.09499423029342169,0.18998846058684338,3,2.0,0.5,4
4,LOW,1.4696727905356077,1.4696727905356077,24,24,0.14696727905356077,0.14696727905356077,3,0.06123636627231699,0.06123636627231699,3,2.0,0.5,4
5,HIGH,3.10288264509318,6.20576529018636,34,34,0.310288264509318,0.310288264509318,3,0.09126125426744647,0.18252250853489294,3,2.0,0.5,4
6,HIGH,0.6276306924091464,1.2552613848182927,51,51,0.06276306924091464,0.06276306924091464,2,0.012306484164885223,0.024612968329770446,3,2.0,0.5,4
7,HIGH,3.5933385364279395,7.186677072855879,87,87,0.35933385364279397,0.35933385364279397,3,0.04130274179802229,0.08260548359604458,3,2.0,0.5,4
8,HIGH,7.629268644957465,15.25853728991493,79,79,0.7629268644957465,0.7629268644957465,4,0.09657302082224639,0.19314604164449278,3,2.0,0.5,4
9,LOW,8.429510137909713,8.429510137909713,59,59,0.8429510137909713,0.8429510137909713,2,0.1428730531849104,0.1428730531849104,3,2.0,0.5,4
10,LOW,13.246116017894588,13.246116017894588,91,91,1.324611601789459,1.324611601789459,4,0.1455617144823581,0.1455617144823581,3,2.0,0.5,4
11,HIGH,0.26844849973630613,0.5368969994726123,69,69,0.026844849973630614,0.026844849973630614,2,0.0038905579671928425,0.007781115934385685,3,2.0,0.5,4
12,LOW,4.468108125641086,4.468108125641086,80,80,0.4468108125641086,0.4468108125641086,3,0.055851351570513574,0.055851351570513574,3,2.0,0.5,4
13,HIGH,6.244909338477436,12.489818676954872,18,18,0.6244909338477437,0.6244909338477437,3,0.34693940769319087,0.6938788153863817,3,2.0,0.5,4
14,LOW,8.04569555091074,8.04569555091074,100,100,0.804569555091074,0.804569555091074,3,0.08045695550910739,0.08045695550910739,3,2.0,0.5,4
15,HIGH,0.6687454309894894,1.3374908619789787,19,19,0.06687454309894894,0.06687454309894894,4,0.03519712794681523,0.07039425589363046,3,2.0,0.5,4
16,HIGH,5.474558207435252,10.949116414870504,26,26,0.5474558207435253,0.5474558207435253,1,0.21055993105520202,0.42111986211040403,3,2.0,0.5,4
1,HIGH,18.71947053160394,37.43894106320788,94,94,1.871947053160394,1.871947053160394,2,0.1991433035277015,0.398286607055403,4,2.0,0.5,4
2,HIGH,11.605134973659732,23.210269947319464,71,71,1.1605134973659732,1.1605134973659732,3,0.16345260526281313,0.32690521052562627,4,2.0,0.5,4
3,HIGH,5.8476977594695345,11.695395518939069,67,67,0.5847697759469535,0.5847697759469535,4,0.08727907103685872,0.17455814207371745,4,2.0,0.5,4
4,LOW,5.18531651925786,5.18531651925786,48,48,0.518531651925786,0.518531651925786,1,0.10802742748453875,0.10802742748453875,4,2.0,0.5,4
5,LOW,22.213691551280878,22.213691551280878,87,87,2.221369155128088,2.221369155128088,3,0.2553297879457572,0.2553297879457572,4,2.0,0.5,4
6,LOW,1.407473640865633,1.407473640865633,60,60,0.1407473640865633,0.1407473640865633,1,0.023457894014427216,0.023457894014427216,4,2.0,0.5,4
7,HIGH,0.09353313039778044,0.18706626079556088,40,40,0.009353313039778044,0.009353313039778044,2,0.002338328259944511,0.004676656519889022,4,2.0,0.5,4
8,HIGH,0.30361029591558286,0.6072205918311657,11,11,0.030361029591558286,0.030361029591558286,1,0.027600935992325715,0.05520187198465143,4,2.0,0.5,4
9,HIGH,4.567158508539006,9.134317017078011,36,36,0.4567158508539006,0.4567158508539006,1,0.1268655141260835,0.253731028252167,4,2.0,0.5,4
10,HIGH,3.784612039302906,7.569224078605812,58,58,0.3784612039302906,0.3784612039302906,2,0.06525193171211907,0.13050386342423814,4,2.0,0.5,4
11,HIGH,1.040405346847622,2.080810693695244,36,36,0.10404053468476221,0.10404053468476221,2,0.028900148523545055,0.05780029704709011,4,2.0,0.5,4
12,HIGH,5.768146698008073,11.536293396016147,24,24,0.5768146698008073,0.5768146698008073,1,0.2403394457503364,0.4806788915006728,4,2.0,0.5,4
13,LOW,8.12478822875755,8.12478822875755,63,63,0.8124788228757551,0.8124788228757551,4,0.12896489251996113,0.12896489251996113,4,2.0,0.5,4
14,LOW,14.317345122883072,14.317345122883072,84,84,1.4317345122883074,1.4317345122883074,3,0.17044458479622704,0.17044458479622704,4,2.0,0.5,4
15,LOW,11.732722170540178,11.732722170540178,64,64,1.173272217054018,1.173272217054018,2,0.18332378391469029,0.18332378391469029,4,2.0,0.5,4
16,HIGH,15.899548991144346,31.799097982288693,84,84,1.5899548991144348,1.5899548991144348,1,0.18928034513267078,0.37856069026534156,4,2.0,0.5,4
1,HIGH,7.760492530784715,15.52098506156943,30,30,0.7760492530784715,0.7760492530784715,3,0.2586830843594905,0.517366168718981,5,2.4,0.6,4
2,HIGH,9.735269919506193,19.470539839012385,82,82,0.9735269919506193,0.9735269919506193,2,0.11872280389641698,0.23744560779283397,5,2.4,0.6,4
3,LOW,4.0485826399425,4.0485826399425,61,61,0.40485826399424996,0.40485826399424996,3,0.06637020721217213,0.06637020721217213,5,2.4,0.6,4
4,LOW,6.203328417222421,6.203328417222421,27,27,0.6203328417222421,0.6203328417222421,2,0.22975290434157114,0.22975290434157114,5,2.4,0.6,4
5,HIGH,7.796268732215251,15.592537464430501,79,79,0.7796268732215251,0.7796268732215251,3,0.09868694597740824,0.19737389195481647,5,2.4,0.6,4
6,HIGH,5.331926588537064,10.663853177074127,82,82,0.5331926588537064,0.5331926588537064,4,0.06502349498215931,0.13004698996431863,5,2.4,0.6,4
7,LOW,23.938534233222775,23.938534233222775,67,67,2.3938534233222777,2.3938534233222777,4,0.3572915557197429,0.3572915557197429,5,2.4,0.6,4
8,LOW,5.775179574304918,5.775179574304918,88,88,0.5775179574304918,0.5775179574304918,1,0.06562704061710134,0.06562704061710134,5,2.4,0.6,4
9,LOW,1.059421085861075,1.059421085861075,96,96,0.10594210858610752,0.10594210858610752,2,0.011035636311052865,0.011035636311052865,5,2.4,0.6,4
10,LOW,3.1941945596842793,3.1941945596842793,12,12,0.31941945596842797,0.31941945596842797,2,0.26618287997368995,0.26618287997368995,5,2.4,0.6,4
11,HIGH,17.689135265068142,35.378270530136284,94,94,1.7689135265068143,1.7689135265068143,4,0.1881822900539164,0.3763645801078328,5,2.4,0.6,4
12,HIGH,23.992960742198395,47.98592148439679,99,99,2.3992960742198397,2.3992960742198397,3,0.2423531388100848,0.4847062776201696,5,2.4,0.6,4
13,LOW,26.271031976462645,26.271031976462645,93,93,2.6271031976462647,2.6271031976462647,2,0.2824842148006736,0.2824842148006736,5,2.4,0.6,4
14,LOW,1.7285298737153862,1.7285298737153862,72,72,0.17285298737153865,0.17285298737153865,3,0.024007359357158142,0.024007359357158142,5,2.4,0.6,4
15,LOW,6.594949310390592,6.594949310390592,64,64,0.6594949310390592,0.6594949310390592,4,0.103046082974853,0.103046082974853,5,2.4,0.6,4
16,HIGH,2.1197338975758093,4.239467795151619,94,94,0.21197338975758095,0.21197338975758095,4,0.02255036061250861,0.04510072122501722,5,2.4,0.6,4
1,HIGH,7.5602681227515,15.120536245503,98,98,0.7560268122751501,0.7560268122751501,1,0.07714559308930102,0.15429118617860205,6,2.4,0.6,4
2,LOW,28.50141085404779,28.50141085404779,80,80,2.850141085404779,2.850141085404779,1,0.3562676356755974,0.3562676356755974,6,2.4,0.6,4
3,HIGH,8.781199863491793,17.562399726983585,83,83,0.8781199863491793,0.8781199863491793,3,0.10579758871676859,0.21159517743353717,6,2.4,0.6,4
4,LOW,5.560511591926284,5.560511591926284,88,88,0.5560511591926284,0.5560511591926284,2,0.06318763172643505,0.06318763172643505,6,2.4,0.6,4
5,HIGH,8.359831189939245,16.71966237987849,31,31,0.8359831189939245,0.8359831189939245,3,0.2696719738690079,0.5393439477380157,6,2.4,0.6,4
6,HIGH,1.3167774759737134,2.633554951947427,42,42,0.13167774759737136,0.13167774759737136,1,0.031351844666040796,0.06270368933208159,6,2.4,0.6,4
7,HIGH,10.45291476280331,20.90582952560662,55,55,1.0452914762803311,1.0452914762803311,2,0.19005299568733292,0.38010599137466583,6,2.4,0.6,4
8,HIGH,1.9339417742864347,3.8678835485728693,17,17,0.19339417742864348,0.19339417742864348,2,0.11376128084037851,0.22752256168075702,6,2.4,0.6,4
9,LOW,3.4885619476720104,3.4885619476720104,98,98,0.3488561947672011,0.3488561947672011,3,0.03559757089461235,0.03559757089461235,6,2.4,0.6,4
10,HIGH,0.17198148205540553,0.34396296411081106,50,50,0.017198148205540553,0.017198148205540553,4,0.0034396296411081106,0.006879259282216221,6,2.4,0.6,4
11,LOW,0.6842694685569508,0.6842694685569508,27,27,0.06842694685569509,0.06842694685569509,1,0.025343313650257437,0.025343313650257437,6,2.4,0.6,4
12,LOW,3.5922356155964508,3.5922356155964508,10,10,0.3592235615596451,0.3592235615596451,4,0.3592235615596451,0.3592235615596451,6,2.4,0.6,4
13,HIGH,5.89029392273275,11.7805878454655,28,28,0.5890293922732751,0.5890293922732751,2,0.21036764009759823,0.42073528019519646,6,2.4,0.6,4
14,HIGH,0.16225981657214994,0.3245196331442999,23,23,0.016225981657214995,0.016225981657214995,4,0.0070547746335717365,0.014109549267143473,6,2.4,0.6,4
15,HIGH,9.239106378397686,18.478212756795372,62,62,0.9239106378397687,0.9239106378397687,2,0.1490178448128659,0.2980356896257318,6,2.4,0.6,4
16,LOW,24.968585467247696,24.968585467247696,62,62,2.49685854672477,2.49685854672477,4,0.40271912043947894,0.40271912043947894,6,2.4,0.6,4
1,HIGH,12.714101577526993,25.428203155053986,100,100,1.2714101577526993,1.2714101577526993,3,0.12714101577526993,0.25428203155053986,7,2.4,0.6,4
2,LOW,3.6153115558148485,3.6153115558148485,80,80,0.36153115558148485,0.36153115558148485,2,0.04519139444768561,0.04519139444768561,7,2.4,0.6,4
3,LOW,0.8583987229232091,0.8583987229232091,37,37,0.08583987229232092,0.08583987229232092,2,0.023199965484411056,0.023199965484411056,7,2.4,0.6,4
4,LOW,7.201037617745158,7.201037617745158,64,64,0.7201037617745158,0.7201037617745158,2,0.11251621277726809,0.11251621277726809,7,2.4,0.6,4
5,LOW,13.731286621144067,13.731286621144067,31,31,1.3731286621144068,1.3731286621144068,3,0.44294472971432475,0.44294472971432475,7,2.4,0.6,4
6,LOW,15.712472032853654,15.712472032853654,84,84,1.5712472032853655,1.5712472032853655,1,0.18705323848635302,0.18705323848635302,7,2.4,0.6,4
7,LOW,4.033677541288069,4.033677541288069,30,30,0.403367754128807,0.403367754128807,1,0.13445591804293563,0.13445591804293563,7,2.4,0.6,4
8,HIGH,9.576940926280617,19.153881852561234,20,20,0.9576940926280617,0.9576940926280617,3,0.47884704631403086,0.9576940926280617,7,2.4,0.6,4
9,HIGH,1.073791724967527,2.147583449935054,42,42,0.10737917249675272,0.10737917249675272,4,0.025566469642083978,0.051132939284167955,7,2.4,0.6,4
10,HIGH,3.6939651348822884,7.387930269764577,52,52,0.3693965134882289,0.3693965134882289,3,0.07103779105542862,0.14207558211085725,7,2.4,0.6,4
11,LOW,5.117209765926349,5.117209765926349,62,62,0.5117209765926349,0.5117209765926349,1,0.08253564138590885,0.08253564138590885,7,2.4,0.6,4
12,HIGH,25.928380132803316,51.85676026560663,62,62,2.592838013280332,2.592838013280332,4,0.4181996795613438,0.8363993591226876,7,2.4,0.6,4
13,LOW,1.4489600092232746,1.4489600092232746,44,44,0.14489600092232746,0.14489600092232746,1,0.03293090930052897,0.03293090930052897,7,2.4,0.6,4
14,LOW,10.634322697892436,10.634322697892436,96,96,1.0634322697892438,1.0634322697892438,2,0.11077419476971288,0.11077419476971288,7,2.4,0.6,4
15,LOW,1.31918520209545,1.31918520209545,88,88,0.131918520209545,0.131918520209545,3,0.01499074093290284,0.01499074093290284,7,2.4,0.6,4
16,LOW,7.872279446333936,7.872279446333936,85,85,0.7872279446333936,0.7872279446333936,1,0.09261505230981101,0.09261505230981101,7,2.4,0.6,4
1,LOW,4.640696200155665,4.640696200155665,43,43,0.4640696200155665,0.4640696200155665,4,0.10792316744548057,0.10792316744548057,8,2.4,0.6,4
2,LOW,9.019841810915128,9.019841810915128,37,37,0.9019841810915129,0.9019841810915129,3,0.24377950840311158,0.24377950840311158,8,2.4,0.6,4
3,HIGH,1.4124349263822156,2.824869852764431,43,43,0.14124349263822156,0.14124349263822156,1,0.03284732386935385,0.0656946477387077,8,2.4,0.6,4
4,LOW,0.5888868556833238,0.5888868556833238,50,50,0.05888868556833238,0.05888868556833238,1,0.011777737113666475,0.011777737113666475,8,2.4,0.6,4
5,HIGH,13.759009828350862,27.518019656701725,30,30,1.3759009828350863,1.3759009828350863,4,0.4586336609450287,0.9172673218900574,8,2.4,0.6,4
6,LOW,6.357856517148955,6.357856517148955,57,57,0.6357856517148955,0.6357856517148955,2,0.11154134240612201,0.11154134240612201,8,2.4,0.6,4
7,HIGH,3.8848419693459477,7.769683938691895,42,42,0.3884841969345948,0.3884841969345948,1,0.09249623736537971,0.18499247473075942,8,2.4,0.6,4
8,HIGH,15.036821162339496,30.073642324678993,44,44,1.5036821162339498,1.5036821162339498,2,0.3417459355077158,0.6834918710154316,8,2.4,0.6,4
9,HIGH,10.228939478110323,20.457878956220647,41,41,1.0228939478110324,1.0228939478110324,3,0.24948632873439813,0.49897265746879627,8,2.4,0.6,4
10,HIGH,0.7274069162892833,1.4548138325785667,26,26,0.07274069162892834,0.07274069162892834,3,0.02797718908804936,0.05595437817609872,8,2.4,0.6,4
11,HIGH,10.367409500471926,20.73481900094385,42,42,1.0367409500471927,1.0367409500471927,1,0.24684308334456967,0.49368616668913934,8,2.4,0.6,4
12,LOW,1.904772838724905,1.904772838724905,16,16,0.19047728387249052,0.19047728387249052,1,0.11904830242030656,0.11904830242030656,8,2.4,0.6,4
13,LOW,23.692466186862127,23.692466186862127,99,99,2.369246618686213,2.369246618686213,2,0.23931784027133463,0.23931784027133463,8,2.4,0.6,4
14,HIGH,1.4333707323268432,2.8667414646536864,33,33,0.14333707323268433,0.14333707323268433,2,0.04343547673717707,0.08687095347435414,8,2.4,0.6,4
15,LOW,0.10648484135769562,0.10648484135769562,65,65,0.010648484135769562,0.010648484135769562,3,0.0016382283285799326,0.0016382283285799326,8,2.4,0.6,4
16,HIGH,4.576552833262449,9.153105666524898,64,64,0.4576552833262449,0.4576552833262449,2,0.07150863801972576,0.14301727603945152,8,2.4,0.6,4
1,LOW,2.0022873888131665,2.0022873888131665,30,30,0.20022873888131665,0.20022873888131665,4,0.06674291296043888,0.06674291296043888,9,2.4,0.6,4
2,LOW,27.536943720616165,27.536943720616165,69,69,2.7536943720616165,2.7536943720616165,2,0.39908614087849514,0.39908614087849514,9,2.4,0.6,4
3,HIGH,1.663765742289272,3.327531484578544,23,23,0.1663765742289272,0.1663765742289272,1,0.07233764096909878,0.14467528193819756,9,2.4,0.6,4
4,HIGH,14.988365031513759,29.976730063027517,70,70,1.498836503151376,1.498836503151376,2,0.21411950045019656,0.42823900090039313,9,2.4,0.6,4
5,LOW,19.104141963449806,19.104141963449806,100,100,1.9104141963449806,1.9104141963449806,1,0.19104141963449806,0.19104141963449806,9,2.4,0.6,4
6,LOW,1.9542408678224321,1.9542408678224321,57,57,0.1954240867822432,0.1954240867822432,3,0.034284927505656704,0.034284927505656704,9,2.4,0.6,4
7,HIGH,1.5805451172759417,3.1610902345518834,92,92,0.1580545117275942,0.1580545117275942,1,0.017179838231260236,0.03435967646252047,9,2.4,0.6,4
8,LOW,2.7605058848823165,2.7605058848823165,19,19,0.27605058848823166,0.27605058848823166,3,0.14528978341485876,0.14528978341485876,9,2.4,0.6,4
9,HIGH,29.959558793953086,59.91911758790617,92,92,2.995955879395309,2.995955879395309,1,0.3256473781951422,0.6512947563902844,9,2.4,0.6,4
10,LOW,1.9328767152202002,1.9328767152202002,93,93,0.19328767152202003,0.19328767152202003,1,0.020783620593765595,0.020783620593765595,9,2.4,0.6,4
11,LOW,3.4569208046194717,3.4569208046194717,11,11,0.3456920804619472,0.3456920804619472,1,0.31426552769267924,0.31426552769267924,9,2.4,0.6,4
12,HIGH,2.9801004539391536,5.960200907878307,25,25,0.29801004539391535,0.29801004539391535,1,0.11920401815756615,0.2384080363151323,9,2.4,0.6,4
13,LOW,32.134540411441,32.134540411441,100,100,3.2134540411441,3.2134540411441,4,0.32134540411441004,0.32134540411441004,9,2.4,0.6,4
14,LOW,1.8808176740230886,1.8808176740230886,20,20,0.18808176740230886,0.18808176740230886,1,0.09404088370115443,0.09404088370115443,9,2.4,0.6,4
15,LOW,1.3282771406476208,1.3282771406476208,43,43,0.1328277140647621,0.1328277140647621,4,0.030890166061572577,0.030890166061572577,9,2.4,0.6,4
16,LOW,1.8894868965955687,1.8894868965955687,56,56,0.18894868965955688,0.18894868965955688,2,0.033740837439206584,0.033740837439206584,9,2.4,0.6,4
1,HIGH,4.503315671126417,9.006631342252835,51,51,0.4503315671126418,0.4503315671126418,3,0.08830030727698858,0.17660061455397716,10,2.8,0.7,4
2,HIGH,0.08064253591290171,0.16128507182580343,51,51,0.008064253591290172,0.008064253591290172,1,0.0015812261943706218,0.0031624523887412437,10,2.8,0.7,4
3,LOW,1.8872375814903792,1.8872375814903792,22,22,0.18872375814903794,0.18872375814903794,4,0.08578352643138087,0.08578352643138087,10,2.8,0.7,4
4,HIGH,3.8022751059541404,7.604550211908281,10,10,0.38022751059541404,0.38022751059541404,4,0.38022751059541404,0.7604550211908281,10,2.8,0.7,4
5,HIGH,29.0,58,58,58,2.9000000000000004,2.9000000000000004,4,0.5,1.0,10,2.8,0.7,4
6,HIGH,3.427196801004779,6.854393602009558,26,26,0.34271968010047793,0.34271968010047793,1,0.13181526157710688,0.26363052315421376,10,2.8,0.7,4
7,LOW,3.3451815069962376,3.3451815069962376,26,26,0.33451815069962376,0.33451815069962376,3,0.12866082719216299,0.12866082719216299,10,2.8,0.7,4
8,LOW,0.16648435877516476,0.16648435877516476,13,13,0.016648435877516476,0.016648435877516476,4,0.012806489136551136,0.012806489136551136,10,2.8,0.7,4
9,HIGH,8.133037396745967,16.266074793491935,91,91,0.8133037396745968,0.8133037396745968,3,0.08937403732687876,0.17874807465375753,10,2.8,0.7,4
10,LOW,4.044012657911337,4.044012657911337,99,99,0.4044012657911338,0.4044012657911338,2,0.040848612706175125,0.040848612706175125,10,2.8,0.7,4
11,LOW,0.6195792144905021,0.6195792144905021,30,30,0.06195792144905021,0.06195792144905021,2,0.020652640483016738,0.020652640483016738,10,2.8,0.7,4
12,HIGH,9.929593201454102,19.859186402908204,61,61,0.9929593201454102,0.9929593201454102,3,0.16278021641728035,0.3255604328345607,10,2.8,0.7,4
13,LOW,12.847164582099746,12.847164582099746,95,95,1.2847164582099746,1.2847164582099746,2,0.13523331139052364,0.13523331139052364,10,2.8,0.7,4
14,HIGH,26.5,53,53,53,2.6500000000000004,2.6500000000000004,4,0.5,1.0,10,2.8,0.7,4
15,HIGH,8.373231705685246,16.74646341137049,82,82,0.8373231705685247,0.8373231705685247,3,0.10211258177664934,0.20422516355329867,10,2.8,0.7,4
16,HIGH,10.025450748249757,20.050901496499513,97,97,1.0025450748249758,1.0025450748249758,2,0.10335516235309028,0.20671032470618056,10,2.8,0.7,4
1,HIGH,19.02318677355619,38.04637354711238,58,58,1.902318677355619,1.902318677355619,4,0.3279859788544171,0.6559719577088342,11,2.8,0.7,4
2,HIGH,7.070957617874871,14.141915235749742,45,45,0.7070957617874871,0.7070957617874871,4,0.15713239150833047,0.31426478301666094,11,2.8,0.7,4
3,HIGH,5.801893455136806,11.603786910273612,40,40,0.5801893455136806,0.5801893455136806,4,0.14504733637842016,0.2900946727568403,11,2.8,0.7,4
4,HIGH,5.5709734777590185,11.141946955518037,62,62,0.5570973477759019,0.5570973477759019,3,0.08985441093159707,0.17970882186319415,11,2.8,0.7,4
